ablation,mean_mae,delta_vs_full
full_feature_set,40.68489127600194,0.0
drop_rolling_stats,40.05642265111927,-0.6284686248826716
drop_calendar,42.51283842451878,1.8279471485168415
drop_negative_controls,40.96630652193809,0.2814152459361452
