feature_set,model,mae_mean,mae_std,wape_mean,peak_mae_mean,peak_mae_std,bias_mean,fit_seconds_mean,predict_ms_per_1k_rows,model_size_kb
v1,hgb,43.95602767832175,8.086668802600736,0.4530676452253755,238.996873319501,11.156802279071057,-7.63634028883947,1.096,7.72,1144.3666666666666
v1,ridge,54.25185539855128,9.666227505264708,0.5589914691855783,227.04627526732267,11.905904898103488,-7.662681416034281,0.005666666666666667,0.36000000000000004,3.5
v1,last_value,55.37846168195085,2.984287861697796,0.570229044933589,252.84453863708094,3.8031939124977896,-0.031218249326288364,0.0,0.013333333333333334,0.10000000000000002
v1,seasonal_naive,61.394780474932936,4.425799861617668,0.6317634829222728,261.76805606663766,10.978459809742409,0.08198296657517619,0.0,0.03333333333333333,0.10000000000000002
v2,hgb,40.68489127600194,4.178663130579597,0.4190450151778427,237.92706059006414,4.316747180831911,-12.678693454227185,0.6336666666666667,8.13,1088.3
v2,ridge,49.092245784532,2.883569307645225,0.5055328801717773,219.00533292044437,3.939357635488227,4.42976454209948,0.0026666666666666666,0.19999999999999998,2.3
v2,last_value,55.37846168195085,2.984287861697796,0.570229044933589,252.84453863708094,3.8031939124977896,-0.031218249326288364,0.0,0.01,0.10000000000000002
v2,seasonal_naive,61.394780474932936,4.425799861617668,0.6317634829222728,261.76805606663766,10.978459809742409,0.08198296657517619,0.0,0.03,0.10000000000000002
